name,determinant,role,cohorts,Greene_candidate_vectors,Montesinos_candidate_vectors,PE_passes,PES_passes,PEM_passes,PESM_passes,PESMB_passes
10_1,17,control,montesinos,,1,1,1,1,1,1
10_10,45,control,montesinos,,1,1,1,1,1,1
10_12,47,control,montesinos,,1,1,0,0,0,0
10_125,11,control,montesinos,,1,1,0,0,0,0
10_126,19,control,montesinos,,1,1,0,0,0,0
10_127,29,control,montesinos,,1,0,0,0,0,0
10_129,25,control,greene;montesinos,1,1,1,1,1,1,1
10_13,53,control,montesinos,,1,1,0,0,0,0
10_130,17,control,montesinos,,1,1,0,0,0,0
10_131,31,control,greene;montesinos,1,1,1,1,1,1,1
10_132,5,control,montesinos,,1,1,1,1,1,1
10_133,19,control,greene;montesinos,1,1,1,1,1,1,1
10_135,37,control,montesinos,,1,1,0,0,0,0
10_136,15,control,montesinos,,1,1,1,1,1,1
10_137,25,control,greene;montesinos,1,1,1,1,1,1,1
10_138,35,control,montesinos,,1,1,0,0,0,0
10_14,57,control,montesinos,,1,0,0,0,0,0
10_140,9,control,montesinos,,1,0,0,0,0,0
10_141,21,control,greene;montesinos,1,1,1,1,1,1,1
10_143,27,control,greene;montesinos,1,1,1,1,1,1,1
10_144,39,control,montesinos,,1,0,0,0,0,0
10_145,3,control,montesinos,,1,0,0,0,0,0
10_146,33,control,greene;montesinos,1,1,1,1,1,1,1
10_147,27,control,greene;montesinos,1,1,1,1,1,1,1
10_15,43,control,montesinos,,1,1,0,0,0,0
10_156,35,control,greene,1,,1,1,1,1,1
10_159,39,control,greene,1,,1,1,1,1,1
10_16,47,control,montesinos,,1,1,0,0,0,0
10_164,45,control,greene,1,,1,1,1,1,1
10_17,41,control,montesinos,,1,1,1,1,1,1
10_18,55,control,montesinos,,1,1,1,1,1,1
10_19,51,control,montesinos,,1,0,0,0,0,0
10_20,35,control,montesinos,,1,0,0,0,0,0
10_21,45,control,montesinos,,1,0,0,0,0,0
10_22,49,control,montesinos,,1,1,0,0,0,0
10_23,59,control,montesinos,,1,1,1,1,1,1
10_24,55,control,montesinos,,1,0,0,0,0,0
10_25,65,control,montesinos,,1,0,0,0,0,0
10_26,61,control,montesinos,,1,1,1,1,1,1
10_27,71,control,montesinos,,1,1,1,1,1,1
10_28,53,control,montesinos,,1,1,0,0,0,0
10_29,63,control,montesinos,,1,0,0,0,0,0
10_3,25,control,montesinos,,1,0,0,0,0,0
10_30,67,control,montesinos,,1,1,1,1,1,1
10_31,57,control,montesinos,,1,1,1,1,1,1
10_32,69,control,montesinos,,1,1,1,1,1,1
10_33,65,control,montesinos,,1,1,1,1,1,1
10_34,37,control,montesinos,,1,1,0,0,0,0
10_35,49,control,montesinos,,1,1,0,0,0,0
10_36,51,control,montesinos,,1,0,0,0,0,0
10_37,53,control,montesinos,,1,1,0,0,0,0
10_38,59,control,montesinos,,1,1,0,0,0,0
10_39,61,control,montesinos,,1,0,0,0,0,0
10_4,27,control,montesinos,,1,1,0,0,0,0
10_40,75,control,montesinos,,1,0,0,0,0,0
10_41,71,control,montesinos,,1,1,0,0,0,0
10_42,81,control,montesinos,,1,1,1,1,1,1
10_43,73,control,montesinos,,1,1,0,0,0,0
10_44,79,control,montesinos,,1,1,1,1,1,1
10_45,89,control,montesinos,,1,1,0,0,0,0
10_48,49,control,montesinos,,1,1,0,0,0,0
10_5,33,control,montesinos,,1,0,0,0,0,0
10_50,53,control,montesinos,,1,0,0,0,0,0
10_52,59,control,montesinos,,1,1,0,0,0,0
10_55,61,control,montesinos,,1,0,0,0,0,0
10_56,65,control,montesinos,,1,0,0,0,0,0
10_57,79,control,montesinos,,1,1,0,0,0,0
10_58,65,control,montesinos,,1,1,0,0,0,0
10_59,75,control,montesinos,,1,1,1,1,1,1
10_60,85,control,montesinos,,1,1,1,1,1,1
10_62,45,control,montesinos,,1,0,0,0,0,0
10_63,57,control,montesinos,,1,0,0,0,0,0
10_64,51,control,montesinos,,1,1,0,0,0,0
10_65,63,control,montesinos,,1,0,0,0,0,0
10_67,63,control,montesinos,,1,0,0,0,0,0
10_68,57,control,montesinos,,1,0,0,0,0,0
10_69,87,control,montesinos,,1,0,0,0,0,0
10_7,43,control,montesinos,,1,1,1,1,1,1
10_70,67,control,montesinos,,1,1,0,0,0,0
10_71,77,control,montesinos,,1,1,1,1,1,1
10_72,73,control,montesinos,,1,0,0,0,0,0
10_73,83,control,montesinos,,1,1,1,1,1,1
10_78,69,control,montesinos,,1,0,0,0,0,0
10_8,29,control,montesinos,,1,0,0,0,0,0
10_9,39,control,montesinos,,1,1,1,1,1,1
11a_1,127,control,montesinos,,1,1,0,0,0,0
11a_10,107,control,montesinos,,1,1,1,1,1,1
11a_100,141,control,montesinos,,1,0,0,0,0,0
11a_103,81,control,montesinos,,1,0,0,0,0,0
11a_104,125,control,montesinos,,1,1,1,1,1,1
11a_106,93,control,montesinos,,1,1,1,1,1,1
11a_107,111,control,montesinos,,1,0,0,0,0,0
11a_108,99,control,montesinos,,1,1,0,0,0,0
11a_109,117,control,montesinos,,1,1,0,0,0,0
11a_11,113,control,montesinos,,1,1,1,1,1,1
11a_110,97,control,montesinos,,1,1,0,0,0,0
11a_111,103,control,montesinos,,1,1,0,0,0,0
11a_117,117,control,montesinos,,1,0,0,0,0,0
11a_118,87,control,montesinos,,1,0,0,0,0,0
11a_119,77,control,montesinos,,1,1,0,0,0,0
11a_12,103,control,montesinos,,1,1,1,1,1,1
11a_120,109,control,montesinos,,1,0,0,0,0,0
11a_121,119,control,montesinos,,1,1,1,1,1,1
11a_128,129,control,montesinos,,1,1,0,0,0,0
11a_13,61,control,montesinos,,1,1,0,0,0,0
11a_133,79,control,montesinos,,1,0,0,0,0,0
11a_134,123,control,montesinos,,1,1,0,0,0,0
11a_139,99,control,montesinos,,1,1,1,1,1,1
11a_140,65,control,montesinos,,1,0,0,0,0,0
11a_143,89,control,montesinos,,1,0,0,0,0,0
11a_145,83,control,montesinos,,1,0,0,0,0,0
11a_153,89,control,montesinos,,1,1,0,0,0,0
11a_154,67,control,montesinos,,1,1,0,0,0,0
11a_159,111,control,montesinos,,1,0,0,0,0,0
11a_16,105,control,montesinos,,1,0,0,0,0,0
11a_165,81,control,montesinos,,1,0,0,0,0,0
11a_166,59,control,montesinos,,1,1,0,0,0,0
11a_174,79,control,montesinos,,1,1,0,0,0,0
11a_175,105,control,montesinos,,1,0,0,0,0,0
11a_176,111,control,montesinos,,1,1,0,0,0,0
11a_177,97,control,montesinos,,1,0,0,0,0,0
11a_178,123,control,montesinos,,1,0,0,0,0,0
11a_179,57,control,montesinos,,1,0,0,0,0,0
11a_180,89,control,montesinos,,1,1,1,1,1,1
11a_182,73,control,montesinos,,1,0,0,0,0,0
11a_183,115,control,montesinos,,1,0,0,0,0,0
11a_184,87,control,montesinos,,1,1,1,1,1,1
11a_185,109,control,montesinos,,1,1,0,0,0,0
11a_187,117,control,montesinos,,1,1,1,1,1,1
11a_188,67,control,montesinos,,1,1,0,0,0,0
11a_190,85,control,montesinos,,1,1,1,1,1,1
11a_193,95,control,montesinos,,1,0,0,0,0,0
11a_194,93,control,montesinos,,1,0,0,0,0,0
11a_195,53,control,montesinos,,1,1,1,1,1,1
11a_198,115,control,montesinos,,1,1,1,1,1,1
11a_199,99,control,montesinos,,1,0,0,0,0,0
11a_200,85,control,montesinos,,1,0,0,0,0,0
11a_201,81,control,montesinos,,1,1,0,0,0,0
11a_204,101,control,montesinos,,1,0,0,0,0,0
11a_205,91,control,montesinos,,1,0,0,0,0,0
11a_207,85,control,montesinos,,1,0,0,0,0,0
11a_208,105,control,montesinos,,1,0,0,0,0,0
11a_21,75,control,montesinos,,1,0,0,0,0,0
11a_210,73,control,montesinos,,1,1,1,1,1,1
11a_211,67,control,montesinos,,1,0,0,0,0,0
11a_214,69,control,montesinos,,1,0,0,0,0,0
11a_219,87,control,montesinos,,1,0,0,0,0,0
11a_220,85,control,montesinos,,1,0,0,0,0,0
11a_221,79,control,montesinos,,1,1,0,0,0,0
11a_222,101,control,montesinos,,1,1,1,1,1,1
11a_224,89,control,montesinos,,1,0,0,0,0,0
11a_225,53,control,montesinos,,1,0,0,0,0,0
11a_226,71,control,montesinos,,1,1,1,1,1,1
11a_229,71,control,montesinos,,1,1,0,0,0,0
11a_23,103,control,montesinos,,1,1,0,0,0,0
11a_230,51,control,montesinos,,1,1,1,1,1,1
11a_238,65,control,montesinos,,1,0,0,0,0,0
11a_243,69,control,montesinos,,1,0,0,0,0,0
11a_246,41,control,montesinos,,1,0,0,0,0,0
11a_247,19,control,montesinos,,1,1,1,1,1,1
11a_257,97,control,montesinos,,1,1,1,1,1,1
11a_258,75,control,montesinos,,1,0,0,0,0,0
11a_260,69,control,montesinos,,1,0,0,0,0,0
11a_306,105,control,montesinos,,1,0,0,0,0,0
11a_307,83,control,montesinos,,1,1,1,1,1,1
11a_309,93,control,montesinos,,1,0,0,0,0,0
11a_31,125,control,montesinos,,1,0,0,0,0,0
11a_310,61,control,montesinos,,1,0,0,0,0,0
11a_311,79,control,montesinos,,1,1,1,1,1,1
11a_32,139,control,montesinos,,1,1,0,0,0,0
11a_33,95,control,montesinos,,1,0,0,0,0,0
11a_333,65,control,montesinos,,1,0,0,0,0,0
11a_34,119,control,montesinos,,1,1,1,1,1,1
11a_342,29,control,montesinos,,1,0,0,0,0,0
11a_343,31,control,montesinos,,1,0,0,0,0,0
11a_35,121,control,montesinos,,1,1,1,1,1,1
11a_36,121,control,montesinos,,1,1,0,0,0,0
11a_37,93,control,montesinos,,1,0,0,0,0,0
11a_39,101,control,montesinos,,1,1,0,0,0,0
11a_4,97,control,montesinos,,1,1,0,0,0,0
11a_40,89,control,montesinos,,1,0,0,0,0,0
11a_41,115,control,montesinos,,1,1,1,1,1,1
11a_42,107,control,montesinos,,1,1,0,0,0,0
11a_46,87,control,montesinos,,1,1,0,0,0,0
11a_48,113,control,montesinos,,1,0,0,0,0,0
11a_5,125,control,montesinos,,1,1,0,0,0,0
11a_50,83,control,montesinos,,1,1,0,0,0,0
11a_51,115,control,montesinos,,1,1,0,0,0,0
11a_55,71,control,montesinos,,1,1,0,0,0,0
11a_56,109,control,montesinos,,1,1,1,1,1,1
11a_58,81,control,montesinos,,1,1,0,0,0,0
11a_59,43,control,montesinos,,1,1,0,0,0,0
11a_6,135,control,montesinos,,1,1,0,0,0,0
11a_61,103,control,montesinos,,1,0,0,0,0,0
11a_65,59,control,montesinos,,1,0,0,0,0,0
11a_7,95,control,montesinos,,1,0,0,0,0,0
11a_74,73,control,montesinos,,1,0,0,0,0,0
11a_75,83,control,montesinos,,1,1,0,0,0,0
11a_77,131,control,montesinos,,1,1,1,1,1,1
11a_78,123,control,montesinos,,1,1,1,1,1,1
11a_8,117,control,montesinos,,1,1,1,1,1,1
11a_82,95,control,montesinos,,1,1,1,1,1,1
11a_84,101,control,montesinos,,1,1,0,0,0,0
11a_85,107,control,montesinos,,1,1,0,0,0,0
11a_86,91,control,montesinos,,1,1,1,1,1,1
11a_87,121,control,montesinos,,1,1,0,0,0,0
11a_88,101,control,montesinos,,1,1,1,1,1,1
11a_89,119,control,montesinos,,1,0,0,0,0,0
11a_9,65,control,montesinos,,1,0,0,0,0,0
11a_90,87,control,montesinos,,1,0,0,0,0,0
11a_91,129,control,montesinos,,1,1,1,1,1,1
11a_92,103,control,montesinos,,1,1,0,0,0,0
11a_93,93,control,montesinos,,1,1,0,0,0,0
11a_95,73,control,montesinos,,1,0,0,0,0,0
11a_96,121,control,montesinos,,1,1,1,1,1,1
11a_97,71,control,montesinos,,1,1,0,0,0,0
11a_98,77,control,montesinos,,1,1,1,1,1,1
11n_1,27,control,greene;montesinos,1,1,1,1,1,1,1
11n_100,45,control,greene;montesinos,1,1,1,1,1,1,1
11n_101,39,control,greene;montesinos,1,1,1,1,1,1,1
11n_102,3,control,montesinos,,1,1,1,1,1,1
11n_103,65,control,montesinos,,1,0,0,0,0,0
11n_105,69,control,montesinos,,1,0,0,0,0,0
11n_106,27,control,montesinos,,1,1,0,0,0,0
11n_107,21,control,montesinos,,1,0,0,0,0,0
11n_110,41,control,greene,1,,1,1,1,1,1
11n_112,55,target,greene,1,,1,0,0,0,0
11n_114,53,control,greene,1,,1,1,1,1,1
11n_115,77,target,greene,1,,1,0,0,0,0
11n_119,69,target,greene,1,,1,0,0,0,0
11n_12,13,control,montesinos,,1,1,1,1,1,1
11n_120,47,target,greene,1,,1,0,0,0,0
11n_122,27,target,montesinos,,1,1,0,0,0,0
11n_123,57,control,greene,1,,1,1,1,1,1
11n_124,59,control,greene,1,,1,1,1,1,1
11n_125,63,control,greene,1,,1,1,1,1,1
11n_128,43,target,greene,1,,1,0,0,0,0
11n_129,43,target,greene,1,,1,0,0,0,0
11n_130,53,control,greene,1,,1,1,1,1,1
11n_131,67,control,greene,1,,1,1,1,1,1
11n_134,47,control,greene,1,,1,1,1,1,1
11n_138,15,target,montesinos,,1,1,0,0,0,0
11n_139,9,control,montesinos,,1,1,0,0,0,0
11n_14,45,control,montesinos,,1,0,0,0,0,0
11n_140,51,control,montesinos,,1,0,0,0,0,0
11n_142,33,target,greene,1,,1,0,0,0,0
11n_15,35,control,montesinos,,1,0,0,0,0,0
11n_153,57,control,greene,1,,1,1,1,1,1
11n_154,79,control,greene,1,,1,1,1,1,1
11n_156,77,control,greene,1,,1,1,1,1,1
11n_159,71,control,greene,1,,1,1,1,1,1
11n_16,37,control,montesinos,,1,0,0,0,0,0
11n_160,67,target,greene,1,,1,0,0,0,0
11n_161,63,target,greene,1,,1,0,0,0,0
11n_166,59,target,greene,1,,1,0,0,0,0
11n_17,47,target,montesinos,,1,0,0,0,0,0
11n_172,49,target,greene,1,,1,0,0,0,0
11n_176,63,control,greene,1,,1,1,1,1,1
11n_177,83,target,greene,1,,1,0,0,0,0
11n_179,77,target,greene,1,,1,0,0,0,0
11n_18,33,control,greene;montesinos,1,1,1,1,1,1,1
11n_182,93,target,greene,1,,1,0,0,0,0
11n_184,87,control,greene,1,,1,1,1,1,1
11n_19,5,control,montesinos,,1,0,0,0,0,0
11n_2,57,control,montesinos,,1,0,0,0,0,0
11n_20,23,control,montesinos,,1,1,1,1,1,1
11n_21,49,control,greene,1,,1,1,1,1,1
11n_22,55,control,greene,1,,1,1,1,1,1
11n_25,47,control,greene,1,,1,1,1,1,1
11n_26,41,control,greene,1,,1,1,1,1,1
11n_28,21,control,greene;montesinos,1,1,1,1,1,1,1
11n_29,51,control,montesinos,,1,0,0,0,0,0
11n_3,43,target,montesinos,,1,1,0,0,0,0
11n_38,3,control,montesinos,,1,1,1,1,1,1
11n_48,29,control,greene;montesinos,1,1,1,1,1,1,1
11n_49,1,control,montesinos,,1,1,1,1,1,1
11n_50,25,control,greene;montesinos,3,1,1,1,1,1,1
11n_51,29,target,montesinos,,1,1,0,0,0,0
11n_52,59,control,greene;montesinos,1,1,1,1,1,1,1
11n_53,37,control,greene;montesinos,1,1,1,1,1,1,1
11n_54,43,target,montesinos,,1,1,0,0,0,0
11n_55,61,control,greene;montesinos,1,1,1,1,1,1,1
11n_56,35,control,greene;montesinos,1,1,1,1,1,1,1
11n_58,35,control,montesinos,,1,0,0,0,0,0
11n_59,53,control,montesinos,,1,0,0,0,0,0
11n_60,31,target,montesinos,,1,1,0,0,0,0
11n_61,17,control,montesinos,,1,0,0,0,0,0
11n_62,33,control,greene;montesinos,1,1,1,1,1,1,1
11n_63,39,control,greene;montesinos,1,1,1,1,1,1,1
11n_64,21,control,montesinos,,1,0,0,0,0,0
11n_70,13,control,montesinos,,1,0,0,0,0,0
11n_79,15,control,montesinos,,1,0,0,0,0,0
11n_82,19,control,greene;montesinos,1,1,1,1,1,1,1
11n_83,49,control,montesinos,,1,1,0,0,0,0
11n_84,35,control,greene;montesinos,1,1,1,1,1,1,1
11n_85,45,control,greene;montesinos,1,1,1,1,1,1,1
11n_86,33,control,greene,1,,1,1,1,1,1
11n_87,51,control,greene;montesinos,1,1,1,1,1,1,1
11n_89,61,control,montesinos,,1,0,0,0,0,0
11n_90,41,control,montesinos,,1,0,0,0,0,0
11n_91,31,control,montesinos,,1,0,0,0,0,0
11n_94,57,target,greene,1,,1,0,0,0,0
12a_1023,127,control,montesinos,,1,1,1,1,1,1
12a_1024,149,control,montesinos,,1,1,0,0,0,0
12a_1027,83,control,montesinos,,1,1,0,0,0,0
12a_1029,81,control,montesinos,,1,0,0,0,0,0
12a_1030,91,control,montesinos,,1,1,0,0,0,0
12a_1032,139,control,montesinos,,1,1,0,0,0,0
12a_1033,107,control,montesinos,,1,1,0,0,0,0
12a_1034,121,control,montesinos,,1,1,1,1,1,1
12a_106,145,control,montesinos,,1,0,0,0,0,0
12a_110,181,control,montesinos,,1,0,0,0,0,0
12a_112,167,control,montesinos,,1,1,0,0,0,0
12a_1125,101,control,montesinos,,1,0,0,0,0,0
12a_1126,119,control,montesinos,,1,1,1,1,1,1
12a_1128,59,control,montesinos,,1,1,1,1,1,1
12a_1129,105,control,montesinos,,1,1,1,1,1,1
12a_113,219,control,montesinos,,1,0,0,0,0,0
12a_1130,125,control,montesinos,,1,1,1,1,1,1
12a_1131,73,control,montesinos,,1,0,0,0,0,0
12a_1132,131,control,montesinos,,1,1,0,0,0,0
12a_1133,159,control,montesinos,,1,0,0,0,0,0
12a_1134,53,control,montesinos,,1,0,0,0,0,0
12a_1135,103,control,montesinos,,1,1,1,1,1,1
12a_1136,147,control,montesinos,,1,0,0,0,0,0
12a_1137,141,control,montesinos,,1,1,0,0,0,0
12a_1138,79,control,montesinos,,1,1,0,0,0,0
12a_1139,101,control,montesinos,,1,1,1,1,1,1
12a_1140,97,control,montesinos,,1,1,1,1,1,1
12a_1144,129,control,montesinos,,1,1,0,0,0,0
12a_1145,79,control,montesinos,,1,1,0,0,0,0
12a_1146,117,control,montesinos,,1,1,0,0,0,0
12a_1149,35,control,montesinos,,1,0,0,0,0,0
12a_1158,77,control,montesinos,,1,0,0,0,0,0
12a_116,171,control,montesinos,,1,0,0,0,0,0
12a_1161,75,control,montesinos,,1,0,0,0,0,0
12a_1166,33,control,montesinos,,1,1,0,0,0,0
12a_118,137,control,montesinos,,1,1,0,0,0,0
12a_12,167,control,montesinos,,1,0,0,0,0,0
12a_121,141,control,montesinos,,1,1,1,1,1,1
12a_122,171,control,montesinos,,1,0,0,0,0,0
12a_1233,77,control,montesinos,,1,0,0,0,0,0
12a_1234,127,control,montesinos,,1,1,0,0,0,0
12a_124,151,control,montesinos,,1,1,0,0,0,0
12a_1273,61,control,montesinos,,1,1,1,1,1,1
12a_1274,95,control,montesinos,,1,1,0,0,0,0
12a_1275,149,control,montesinos,,1,1,0,0,0,0
12a_1276,75,control,montesinos,,1,1,0,0,0,0
12a_1277,121,control,montesinos,,1,1,0,0,0,0
12a_128,101,control,montesinos,,1,1,0,0,0,0
12a_1284,123,control,montesinos,,1,1,0,0,0,0
12a_130,153,control,montesinos,,1,1,0,0,0,0
12a_141,161,control,montesinos,,1,0,0,0,0,0
12a_142,185,control,montesinos,,1,0,0,0,0,0
12a_149,199,control,montesinos,,1,1,0,0,0,0
12a_151,147,control,montesinos,,1,1,1,1,1,1
12a_157,189,control,montesinos,,1,0,0,0,0,0
12a_159,157,control,montesinos,,1,0,0,0,0,0
12a_16,201,control,montesinos,,1,1,0,0,0,0
12a_165,105,control,montesinos,,1,0,0,0,0,0
12a_169,49,control,montesinos,,1,1,0,0,0,0
12a_17,223,control,montesinos,,1,1,0,0,0,0
12a_170,179,control,montesinos,,1,1,0,0,0,0
12a_171,197,control,montesinos,,1,1,0,0,0,0
12a_172,129,control,montesinos,,1,0,0,0,0,0
12a_173,169,control,montesinos,,1,1,1,1,1,1
12a_174,167,control,montesinos,,1,1,1,1,1,1
12a_175,183,control,montesinos,,1,0,0,0,0,0
12a_176,131,control,montesinos,,1,1,0,0,0,0
12a_179,135,control,montesinos,,1,0,0,0,0,0
12a_18,151,control,montesinos,,1,1,0,0,0,0
12a_180,173,control,montesinos,,1,1,1,1,1,1
12a_182,171,control,montesinos,,1,0,0,0,0,0
12a_19,191,control,montesinos,,1,1,1,1,1,1
12a_194,163,control,montesinos,,1,1,0,0,0,0
12a_197,69,control,montesinos,,1,1,0,0,0,0
12a_20,193,control,montesinos,,1,1,1,1,1,1
12a_203,183,control,montesinos,,1,0,0,0,0,0
12a_204,173,control,montesinos,,1,1,0,0,0,0
12a_206,105,control,montesinos,,1,0,0,0,0,0
12a_208,165,control,montesinos,,1,1,1,1,1,1
12a_21,197,control,montesinos,,1,0,0,0,0,0
12a_210,189,control,montesinos,,1,0,0,0,0,0
12a_215,195,control,montesinos,,1,0,0,0,0,0
12a_216,125,control,montesinos,,1,0,0,0,0,0
12a_217,197,control,montesinos,,1,1,1,1,1,1
12a_218,175,control,montesinos,,1,0,0,0,0,0
12a_219,181,control,montesinos,,1,0,0,0,0,0
12a_22,149,control,montesinos,,1,1,1,1,1,1
12a_220,187,control,montesinos,,1,1,1,1,1,1
12a_221,169,control,montesinos,,1,0,0,0,0,0
12a_225,227,control,montesinos,,1,1,0,0,0,0
12a_226,181,control,montesinos,,1,0,0,0,0,0
12a_229,201,control,montesinos,,1,1,0,0,0,0
12a_232,185,control,montesinos,,1,0,0,0,0,0
12a_234,141,control,montesinos,,1,1,0,0,0,0
12a_235,175,control,montesinos,,1,1,0,0,0,0
12a_237,161,control,montesinos,,1,0,0,0,0,0
12a_239,87,control,montesinos,,1,0,0,0,0,0
12a_24,161,control,montesinos,,1,0,0,0,0,0
12a_241,127,control,montesinos,,1,0,0,0,0,0
12a_242,191,control,montesinos,,1,1,0,0,0,0
12a_243,133,control,montesinos,,1,1,0,0,0,0
12a_246,153,control,montesinos,,1,0,0,0,0,0
12a_247,163,control,montesinos,,1,1,0,0,0,0
12a_248,145,control,montesinos,,1,0,0,0,0,0
12a_249,151,control,montesinos,,1,0,0,0,0,0
12a_25,185,control,montesinos,,1,1,1,1,1,1
12a_250,157,control,montesinos,,1,0,0,0,0,0
12a_251,159,control,montesinos,,1,0,0,0,0,0
12a_253,161,control,montesinos,,1,0,0,0,0,0
12a_255,107,control,montesinos,,1,0,0,0,0,0
12a_257,191,control,montesinos,,1,1,0,0,0,0
12a_258,169,control,montesinos,,1,0,0,0,0,0
12a_259,115,control,montesinos,,1,1,0,0,0,0
12a_26,145,control,montesinos,,1,0,0,0,0,0
12a_263,203,control,montesinos,,1,0,0,0,0,0
12a_27,187,control,montesinos,,1,1,1,1,1,1
12a_272,163,control,montesinos,,1,1,1,1,1,1
12a_274,137,control,montesinos,,1,0,0,0,0,0
12a_275,179,control,montesinos,,1,1,0,0,0,0
12a_278,139,control,montesinos,,1,1,0,0,0,0
12a_279,169,control,montesinos,,1,1,0,0,0,0
12a_28,175,control,montesinos,,1,1,1,1,1,1
12a_280,195,control,montesinos,,1,1,1,1,1,1
12a_281,213,control,montesinos,,1,0,0,0,0,0
12a_29,219,control,montesinos,,1,0,0,0,0,0
12a_299,161,control,montesinos,,1,0,0,0,0,0
12a_3,169,control,montesinos,,1,0,0,0,0,0
12a_30,189,control,montesinos,,1,0,0,0,0,0
12a_300,155,control,montesinos,,1,1,1,1,1,1
12a_303,153,control,montesinos,,1,1,1,1,1,1
12a_305,167,control,montesinos,,1,1,0,0,0,0
12a_306,147,control,montesinos,,1,0,0,0,0,0
12a_307,157,control,montesinos,,1,1,0,0,0,0
12a_31,139,control,montesinos,,1,1,1,1,1,1
12a_32,143,control,montesinos,,1,0,0,0,0,0
12a_33,189,control,montesinos,,1,0,0,0,0,0
12a_330,95,control,montesinos,,1,1,0,0,0,0
12a_338,187,control,montesinos,,1,0,0,0,0,0
12a_345,105,control,montesinos,,1,0,0,0,0,0
12a_356,101,control,montesinos,,1,0,0,0,0,0
12a_357,173,control,montesinos,,1,1,0,0,0,0
12a_374,189,control,montesinos,,1,1,1,1,1,1
12a_378,127,control,montesinos,,1,1,0,0,0,0
12a_38,71,control,montesinos,,1,0,0,0,0,0
12a_383,163,control,montesinos,,1,1,0,0,0,0
12a_384,151,control,montesinos,,1,1,0,0,0,0
12a_385,161,control,montesinos,,1,1,0,0,0,0
12a_401,159,control,montesinos,,1,0,0,0,0,0
12a_406,179,control,montesinos,,1,1,0,0,0,0
12a_42,131,control,montesinos,,1,0,0,0,0,0
12a_425,81,control,montesinos,,1,0,0,0,0,0
12a_437,149,control,montesinos,,1,1,0,0,0,0
12a_444,129,control,montesinos,,1,0,0,0,0,0
12a_445,171,control,montesinos,,1,1,0,0,0,0
12a_447,121,control,montesinos,,1,0,0,0,0,0
12a_448,105,control,montesinos,,1,0,0,0,0,0
12a_453,149,control,montesinos,,1,1,0,0,0,0
12a_463,111,control,montesinos,,1,1,0,0,0,0
12a_471,85,control,montesinos,,1,1,0,0,0,0
12a_497,209,control,montesinos,,1,1,1,1,1,1
12a_498,207,control,montesinos,,1,1,1,1,1,1
12a_499,233,control,montesinos,,1,1,0,0,0,0
12a_500,167,control,montesinos,,1,1,0,0,0,0
12a_501,199,control,montesinos,,1,1,0,0,0,0
12a_504,153,control,montesinos,,1,0,0,0,0,0
12a_505,183,control,montesinos,,1,1,0,0,0,0
